date;senders;receivers
1950-07-30;Ferreira, Paulo Leal (1925-2005);Heisenberg, Werner (1901-1976)
1950-06-28;Ferreira, Paulo Leal (1925-2005);Heisenberg, Werner (1901-1976)
1950-07-19;Heisenberg, Werner (1901-1976);Ferreira, Paulo Leal (1925-2005)
1950-08-18;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";Ferreira, Paulo Leal (1925-2005)
1949-12-21;"Forbush, Scott E.; Carnegie Institution of Washington (1902-2006)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1949-11-28;Heisenberg, Werner (1901-1976);"Forbush, Scott E.; Carnegie Institution of Washington (1902-2006)"
1949-11-16;"Forbush, Scott E.; Carnegie Institution of Washington (1902-2006)";Bartels, Julius (1899-1964)
1950-05-03;Heisenberg, Werner (1901-1976);"Fowler, P. H.; University of Bristol (1909-)"
1950-01-20;Heisenberg, Werner (1901-1976);A. Francke Verlag (Schweiz) (1902-1991)
1950-10-04;Johns Hopkins University (1876-);"Heisenberg, Werner (1901-1976); New York University (1894-)"
1950-05-22;"Engelmann, Bernt; Bund der Verfolgten des Naziregimes";Max-Planck-Institut für Physik (1946-1958)
1950-06-27;"Friedländer, Paul (1882-1968); University of California";Heisenberg, Werner (1901-1976)
1950-05-06;Heisenberg, Werner (1901-1976);"Friedländer, Paul (1882-1968); University of California"
1950-04-09;"Friedländer, Paul (1882-1968); University of California";Heisenberg, Werner (1901-1976)
1950-12-05;"Fried, Burton D. (1925-2002); University of Chicago (1857-)";"Heisenberg, Werner (1901-1976); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)"
1950-03-16;"Friedrich, Carl J. (1901-1984); Harvard University (1780-)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-02-21;Heisenberg, Werner (1901-1976);"Friedrich, Carl J. (1901-1984); Harvard University (1780-)"
1948-04-05;Heisenberg, Werner (1901-1976);Boston University (1869-)
1947-12-11;Heisenberg, Werner (1901-1976);"Frye, Royal M.; Boston University (1869-)"
1947-10-09;"Frye, Royal M.; Boston University (1869-)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1949-11-15;Tōkyō Daigaku (1877-1886);Heisenberg, Werner (1901-1976)
1945-03-05;"Fischer, Erich (1910-1969); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";"Bewilogua, Ludwig (1906-1983); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)"
1946-09-06;"Fischer, Erich (1910-1969); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Heisenberg, Werner (1901-1976) [vermutlich]
1947-01-04;"Fischer, Erich (1910-1969); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Heisenberg, Werner (1901-1976)
1947-01-17;Heisenberg, Werner (1901-1976);"Fischer, Erich (1910-1969); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)"
1947-11-20;"Fischer, Erich (1910-1969); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Heisenberg, Werner (1901-1976)
1947-12-11;Heisenberg, Werner (1901-1976);Fischer, Erich (1910-1969)
1948-01-03;Fischer, Erich (1910-1969);"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1949-07-14;"Fischer, Erich (1910-1969); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Heisenberg, Werner (1901-1976)
1949-11-07;"Fischer, Erich (1910-1969); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";"Hahn, Otto (1879-1968); Heisenberg, Werner (1901-1976); Max-Planck-Gesellschaft zur Förderung der Wissenschaften (1948-)"
1949-11-07;"Fischer, Erich (1910-1969); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-01-10;"Fischer, Erich (1910-1969); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-01-13;Heisenberg, Werner (1901-1976);Fischer, Erich (1910-1969)
1950-01-16;Heisenberg, Werner (1901-1976);Kossel, Walther (1888-1956)
1950-02-08;"Hahn, Otto (1879-1968); Max-Planck-Gesellschaft zur Förderung der Wissenschaften (1948-)";"Fischer, Erich (1910-1969); Max-Planck-Institut für Physik (1946-1958)"
1950-02-12;"Fischer, Erich (1910-1969); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";"Hahn, Otto (1879-1968); Max-Planck-Gesellschaft zur Förderung der Wissenschaften (1948-)"
1950-05-31;Fischer, Erich (1910-1969);Heisenberg, Werner (1901-1976)
1950-11-14;"Fischer, Erich (1910-1969); Forschungsstelle für Spektroskopie (1950-1964)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-11-21;Heisenberg, Werner (1901-1976);Fischer, Erich (1910-1969)
1950-12-02;"Fischer, Erich (1910-1969); Forschungsstelle für Spektroskopie (1950-1964)";Heisenberg, Werner (1901-1976)
1950-12-04;Heisenberg, Werner (1901-1976);Fischer, Erich (1910-1969)
1950-12-08;Fischer, Erich (1910-1969);Heisenberg, Werner (1901-1976)
1950-12-18;"Bonhoeffer, Karl F. (1899-1957); Max-Planck-Institut für Physikalische Chemie (1949-)";Heisenberg, Werner (1901-1976)
1950-12-27;Ferrell, Richard A.;Heisenberg, Werner (1901-1976)
1950-12-23;Ferrell, Richard A.;Heisenberg, Werner (1901-1976)
1950-10-11;Ferrell, Richard A.;Heisenberg, Werner (1901-1976)
1950-10-02;Ferrell, Richard A.;Heisenberg, Werner (1901-1976)
1950-07-28;"Foster, John Stuart (1890-1964); McGill University (1821-)";Heisenberg, Werner (1901-1976)
1950-06-17;"Foster, John Stuart (1890-1964); McGill University (1821-)";Heisenberg, Werner (1901-1976)
1950-06-12;Heisenberg, Werner (1901-1976);"Foster, John Stuart (1890-1964); McGill University (1821-)"
1950-05-30;"Foster, John Stuart (1890-1964); McGill University (1821-)";Heisenberg, Werner (1901-1976)
1950-05-24;Heisenberg, Werner (1901-1976);"Foster, John Stuart (1890-1964); McGill University (1821-)"
1950-05-01;"Foster, John Stuart (1890-1964); McGill University (1821-)";Heisenberg, Werner (1901-1976)
1948-06-14;Heisenberg, Werner (1901-1976);Unbekannt
1948-06-01;Unbekannt;"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-07-17;Heisenberg, Werner (1901-1976);Unbekannt
1950-07-09;Unbekannt;"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-12-05;Heisenberg, Werner (1901-1976);"George, E. P.; Birkbeck College"
1950-11-14;"George, E. P.; Birkbeck College";Heisenberg, Werner (1901-1976)
1949-10-28;Heisenberg, Werner (1901-1976);"George, E. P.; Birkbeck College"
1949-10-16;"George, E. P.; Birkbeck College";Heisenberg, Werner (1901-1976)
1949-07-19;Heisenberg, Werner (1901-1976);"George, E. P.; Birkbeck College"
1949-07-07;"George, E. P.; Birkbeck College";"Heisenberg, Werner (1901-1976); Georg-August-Universität Göttingen (1737-)"
1948-03-19;"Gerngross, Otto (1882-1966); Ankara Üniversitesi (1946-)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1947-12-21;"Gerngross, Otto (1882-1966); Ankara Üniversitesi (1946-)";"Heisenberg, Werner (1901-1976); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)"
1947-11-11;Heisenberg, Werner (1901-1976);"Gerngross, Otto (1882-1966); Ankara Üniversitesi (1946-)"
1947-10-11;"Gerngross, Otto (1882-1966); Ankara Üniversitesi (1946-)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-10-25;Heisenberg, Werner (1901-1976);Unbekannt
1950-10-17;Unbekannt;Heisenberg, Werner (1901-1976)
1950-08-23;Giese, Annemarie;Gleissberg, Wolfgang (1903-1986)
1950-06-17;"Grad, Harold; New York University (1894-)";Heisenberg, Werner (1901-1976)
1948-02-20;Brookhaven National Laboratory (1947-);"Heisenberg, Werner (1901-1976); Georg-August-Universität Göttingen (1737-)"
1950-07-12;"Goldstine, Herman H. (1913-2004); Princeton University (1896-)";"Heisenberg, Werner (1901-1976); Georg-August-Universität Göttingen (1737-)"
1950-12-22;Heisenberg, Werner (1901-1976) [vermutlich];"Graves, L. M.; University of Chicago (1857-)"
1950-11-14;Heisenberg, Werner (1901-1976) [vermutlich];"Graves, L. M.; University of Chicago (1857-)"
1950-11-08;Graves, L. M.;"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1949-09-22;"Greinacher, Heinrich; Universität Bern (1834-)";"Heisenberg, Werner (1901-1976); Georg-August-Universität Göttingen (1737-)"
1950-04-05;Heisenberg, Werner (1901-1976);Unbekannt
1950-11-24;"Giese, Annemarie; Max-Planck-Institut für Physik (1946-1958)";Grunert, Georg
1947-10-06;Max-Planck-Institut für Physik. Direktion. Sekretariat;"Guggenheim, Edward A.; University of Reading"
1947-01-10;"Guggenheim, Edward A.; University of Reading";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1948-06-04;"Pippard, A. B. (1920-2008); Cavendish Laboratory (1873-)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)"
1947-11-14;"Pippard, A. B. (1920-2008); The Royal Society Mond Laboratory";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1947-06-09;Heisenberg, Werner (1901-1976);"Pippard, A. B. (1920-2008); The Royal Society Mond Laboratory (1932-)"
1947-04-28;"Pippard, A. B. (1920-2008); The Royal Society Mond Laboratory (1932-)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-06-02;Heisenberg, Werner (1901-1976);Quincke, Hermann
1950-05-21;"Quincke, Hermann; Deutsches Krankenhaus (Istanbul)";Heisenberg, Werner (1901-1976)
1950-03-15;"Quincke, Hermann; Deutsches Krankenhaus (Istanbul)";Heisenberg, Werner (1901-1976)
1949-05-10;"Rankama, Kalervo (1913-); University of Chicago (1857-)";Max-Planck-Institut für Physik (1946-1958)
1950-09-24;MacDonald College;Heisenberg, Werner (1901-1976)
1948-12-03;"Rhine, Joseph B. (1895-); Duke University (1924-)";"Heisenberg, Werner (1901-1976); Georg-August-Universität Göttingen (1737-)"
1949;"Rice, Oscar K. (1903-1978); University of North Carolina at Chapel Hill (1795-)";Heisenberg, Werner (1901-1976)
1950-03-25;Heisenberg, Werner (1901-1976);Rivier, Dominique
1950-03-17;Rivier, Dominique;"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-03-01;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";Rivier, Dominique
1950-02-23;Rivier, Dominique;"Heisenberg, Werner (1901-1976); Georg-August-Universität Göttingen (1737-)"
1948-01-05;Heisenberg, Werner (1901-1976);"Roberts, Sydney C.; Cambridge University Press (1583-)"
1947-12-24;"Roberts, Sydney C.; Cambridge University Press (1583-)";"Heisenberg, Werner (1901-1976); Fraser, Ronald G. J. (1899-1985)"
1950-06-26;The Rockefeller Foundation;Heisenberg, Werner (1901-1976)
1950-01-07;"Hügel, Käte; Max-Planck-Institut für Physik. Direktion. Sekretariat";"Roesler, Frank; Technische Hochschule Graz (-1934)"
1949-12-06;"Roesler, Frank; Technische Hochschule Graz (-1934)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1949-11-28;Heisenberg, Werner (1901-1976);"Roesler, Frank; Technische Hochschule Graz (-1934)"
1949-11-02;"Roesler, Frank; Technische Hochschule Graz (-1934)";"Heisenberg, Werner (1901-1976); Dieterich'sche Verlagsbuchhandlung (Wiesbaden) (1946-)"
1950-06-05;Gebrüder Ruhstrat (Göttingen);"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-10-19;Heisenberg, Werner (1901-1976);"Seeger, Raymond J.; University of Maryland (College Park, Md.)"
1950-09-26;"Seeger, Raymond J.; University of Maryland (College Park, Md.)";"Courant, Richard (1888-1972); New York University. Institute for Mathematics and Mechanics (1946-1953)"
1946-07-02;Heisenberg, Werner (1901-1976);Sommerfeld, Arnold (1868-1951)
1946-03-04;"Sommerfeld, Arnold (1868-1951); Ludwig-Maximilians-Universität München (1826-)";"Heisenberg, Werner (1901-1976); Georg-August-Universität Göttingen (1737-)"
1946-07-05;"Sommerfeld, Arnold (1868-1951); Institut für Theoretische Physik (München)";Heisenberg, Werner (1901-1976)
1946-07-19;"Sommerfeld, Arnold (1868-1951); Institut für Theoretische Physik (München)";Heisenberg, Werner (1901-1976)
1946-07-25;Heisenberg, Werner (1901-1976);Sommerfeld, Arnold (1868-1951)
1947-02-23;Sommerfeld, Arnold (1868-1951);Heisenberg, Werner (1901-1976)
1947-08-01;"Sommerfeld, Arnold (1868-1951); Institut für Theoretische Physik (München)";Heisenberg, Werner (1901-1976)
1947-09-24;"Sommerfeld, Arnold (1868-1951); Institut für Theoretische Physik (München)";Heisenberg, Werner (1901-1976)
1948-02-24;Sommerfeld, Arnold (1868-1951);Heisenberg, Werner (1901-1976)
1948-10-31;Sommerfeld, Arnold (1868-1951);Heisenberg, Werner (1901-1976)
1948-03-31;Heisenberg, Werner (1901-1976);Sommerfeld, Arnold (1868-1951)
1948-01-15;Sommerfeld, Arnold (1868-1951);Heisenberg, Werner (1901-1976)
1949-03-02;Sommerfeld, Arnold (1868-1951);Heisenberg, Werner (1901-1976)
1949-05-23;Heisenberg, Werner (1901-1976);Sommerfeld, Arnold (1868-1951)
1949-05-27;Sommerfeld, Arnold (1868-1951);Heisenberg, Werner (1901-1976)
1950-12-22;Supek, Ivan (1915-2007);Heisenberg, Werner (1901-1976)
1950-11-10;Heisenberg, Werner (1901-1976);"Supek, Ivan (1915-2007); Sveučiliste u Zagrebu. Prirodoslovno-matematički fakultet"
1950-10-28;"Supek, Ivan (1915-2007); Sveučiliste u Zagrebu. Prirodoslovno-matematički fakultet";Heisenberg, Werner (1901-1976)
1949;Supek, Ivan (1915-2007);Heisenberg, Werner (1901-1976)
1949-10-12;Heisenberg, Werner (1901-1976);"Supek, Ivan (1915-2007); Sveučiliste u Zagrebu. Prirodoslovno-matematički fakultet"
1948-05-28;Heisenberg, Werner (1901-1976);Supek, Ivan (1915-2007)
1948-05-01;Supek, Ivan (1915-2007);Heisenberg, Werner (1901-1976)
1945-05-06;Heisenberg, Werner (1901-1976);Schumacher, Fritz (1869-1947)
1947-10-13;Heisenberg, Werner (1901-1976);"Schrödinger, Erwin (1887-1961); Dublin Institute for Advanced Studies"
1947-10-10;"Fraser, Ronald G. J. (1899-1985); Deutschland (Britische Zone). Kontrollkommission (1945-1955)";Heisenberg, Werner (1901-1976)
1947-10-01;"Schrödinger, Erwin (1887-1961); Dublin Institute for Advanced Studies";Heisenberg, Werner (1901-1976)
1948-05-24;"Scherrer, Paul (1890-1969); Eidgenössische Technische Hochschule Zürich. Physikalisches Institut";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1947-10-16;Heisenberg, Werner (1901-1976);"Scherrer, Paul (1890-1969); Eidgenössische Technische Hochschule Zürich. Physikalisches Institut"
1947-10-16;Heisenberg, Werner (1901-1976);"Scherrer, Paul (1890-1969); Eidgenössische Technische Hochschule Zürich. Physikalisches Institut"
1947-10-06;Scherrer, Paul (1890-1969);Heisenberg, Werner (1901-1976)
1947-10-07;"Scherrer, Paul (1890-1969); Eidgenössische Technische Hochschule Zürich. Physikalisches Institut";"Heisenberg, Werner (1901-1976); Amaldi, Edoardo (1908-1989)"
1949-01-10;Heisenberg, Werner (1901-1976);Strassmann, Julius
1948-12-31;Strassmann, Julius;"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-06-08;Heisenberg, Werner (1901-1976);"Hahn, Otto (1879-1968); Max-Planck-Gesellschaft zur Förderung der Wissenschaften (1948-)"
1949-09-26;Heisenberg, Werner (1901-1976);Stern, Alexander W.
1949-08-27;Stern, Alexander W.;Heisenberg, Werner (1901-1976)
1949-11-01;Heisenberg, Werner (1901-1976);Courant, Richard (1888-1972)
1949-10-19;Härm, Richard (1909-1996);Heisenberg, Werner (1901-1976)
1950-09-16;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";Haglund, Stig
1950-09-11;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";Haglund, Stig
1950-05-24;Haglund, Stig;Heisenberg, Werner (1901-1976)
1950-05-13;Heisenberg, Werner (1901-1976);"Hama, Ryosuke; Tōkyō Daigaku (1877-1886)"
1950-02-22;"Hama, Ryosuke; Tōkyō Daigaku (1877-1886)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1948-10-30;Heisenberg, Werner (1901-1976);Unbekannt
1948-10-21;Unbekannt;Heisenberg, Werner (1901-1976)
1947-08-25;"Hartree, Douglas R.; Cavendish Laboratory (1873-)";Heisenberg, Werner (1901-1976)
1947-07-29;Heisenberg, Werner (1901-1976);"Hartree, Douglas R.; University of Manchester (2004-)"
1949-12-01;Heisenberg, Werner (1901-1976);"Hedvall, Johan Arvid (1888-1974); Chalmers tekniska högskola"
1949-11-25;"Hedvall, Johan Arvid (1888-1974); Chalmers tekniska högskola";"Heisenberg, Werner (1901-1976); Akademie der Wissenschaften zu Göttingen (1941-)"
1949-08-07;"Heitler, Walter (1904-1981); Dublin Institute for Advanced Studies";Heisenberg, Werner (1901-1976)
1949-07-22;Heisenberg, Werner (1901-1976);"Heitler, Walter (1904-1981); Eidgenössische Technische Hochschule Zürich. Physikalisches Institut"
1949-07-20;Heisenberg, Werner (1901-1976);"Heitler, Walter (1904-1981); Eidgenössische Technische Hochschule Zürich. Physikalisches Institut"
1949-07-14;"Heitler, Walter (1904-1981); Dublin Institute for Advanced Studies";Heisenberg, Werner (1901-1976)
1949-02-28;"Heitler, Walter (1904-1981); Dublin Institute for Advanced Studies";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-06-27;Helton, Bertha M.;"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1950-10-07;"Herzfeld, Karl F. (1892-1978); Catholic University of America (1887-)";Heisenberg, Werner (1901-1976)
1950-09-27;"Herzfeld, Karl F. (1892-1978); Catholic University of America (1887-)";Heisenberg, Werner (1901-1976)
1950-06-05;"Herzfeld, Karl F. (1892-1978); Catholic University of America (1887-)";Heisenberg, Werner (1901-1976)
1948-04-29;"Herzfeld, Karl F. (1892-1978); Catholic University of America (1887-)";Heisenberg, Werner (1901-1976)
1949-06-15;Hopf, Eberhard (1902-1983);"Heisenberg, Werner (1901-1976); Universität (Göttingen)/ Physikalisches Institut"
1950-06-20;Heisenberg, Werner (1901-1976);Hoppe, Walter (1917-1986)
1950-04-05;Hoppe, Walter (1917-1986);Heisenberg, Werner (1901-1976)
1950-05-01;Hoppe, Walter (1917-1986);Heisenberg, Werner (1901-1976)
1948-07-21;"Houston, William V. (1900-1968); Rice Institute (-1960)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1948-03-03;"Houston, William V. (1900-1968); Rice Institute (-1960)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1949-08-24;"Laue, Max von (1879-1960); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Schaefer, Clemens (1878-1968); Auwers, Otto von (1895-1949); Unsöld, Albrecht (1905-1995); Fucks, Wilhelm (1902-1990); Kratzer, Adolf (1893-1983); Meixner, Josef (1908-1994); Weizel, Walter (1901-1982); Schlechtweg, Heinz (1905-); Grützmacher, Martin (1901-1994)"
1949-07-21;"Laue, Max von (1879-1960); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)"
1949-06-17;"Laue, Max von (1879-1960); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)"
1949-06-16;"Mannkopff, Reinhold (1894-1978); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";Heisenberg, Werner (1901-1976)
1949-06-13;"Mannkopff, Reinhold (1894-1978); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)"
1949-01-11;"Mannkopff, Reinhold (1894-1978); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)"
1948-09-18;"Mannkopff, Reinhold (1894-1978); Laue, Max von (1879-1960); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)"
1948-08-19;"Mannkopff, Reinhold (1894-1978); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)"
1948-06-17;"Laue, Max von (1879-1960); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)"
1948-07-07;"Laue, Max von (1879-1960); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Regener, Erich (1881-1955) [vermutlich]; Meißner, Walther; Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)"
1947-04-13;"Laue, Max von (1879-1960); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)"
1947-03-18;"Mannkopff, Reinhold (1894-1978); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";Heisenberg, Werner (1901-1976) [vermutlich]
1947-04-28;"Laue, Max von (1879-1960); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)"
1947-09-04;"Laue, Max von (1879-1960); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)";"Heisenberg, Werner (1901-1976); Deutsche Physikalische Gesellschaft in der Britischen Zone (1946-1950)"
1950-01-18;"Santos, Anor Teixeira dos (1890-1958); Brasilien. Consulado Geral (Berlin) [vermutlich]";"Heisenberg, Werner (1901-1976); Georg-August-Universität Göttingen (1737-)"
1950-01-21;Heisenberg, Werner (1901-1976);"Santos, Anor Teixeira dos (1890-1958); Brasilien. Consulado Geral (Berlin)"
1950-07-05;"Martindale, E.; Scientific Research Branch (Göttingen)";"Heisenberg, Werner (1901-1976); Max-Planck-Gesellschaft zur Förderung der Wissenschaften (1948-)"
1950-07-10;Max-Planck-Institut für Physik. Direktion. Sekretariat;"Martindale, E.; Scientific Research Branch (Göttingen)"
1950-07-08;Max-Planck-Institut für Physik. Direktion. Sekretariat;"Martindale, E.; Scientific Research Branch (Göttingen)"
1949-01-20;"Blount, Bertie Kennedy (1907-); Scientific Research Branch (Göttingen)";Heisenberg, Werner (1901-1976)
1949-01;Fraser, Ronald G. J. (1899-1985);Heisenberg, Werner (1901-1976)
1948-11-08;"Fraser, Ronald G. J. (1899-1985); Scientific Research Branch (Göttingen)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1948-10-05;Max-Planck-Institut für Physik (1946-1958);"Fraser, Ronald G. J. (1899-1985); Scientific Research Branch (Göttingen)"
1948-10-02;"Fraser, Ronald G. J. (1899-1985); Scientific Research Branch (Göttingen)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1948-10-01;"Fraser, Ronald G. J. (1899-1985); Scientific Research Branch (Göttingen)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1948-05-05;"Hawkins; Scientific Research Branch (Göttingen)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1948-05-03;Heisenberg, Werner (1901-1976);"Hawkins; Scientific Research Branch (Göttingen)"
1948-04-03;Max-Planck-Institut für Physik (1946-1958);"Fraser, Ronald G. J. (1899-1985); Scientific Research Branch (Göttingen)"
1947-07-29;Heisenberg, Werner (1901-1976);Purchase, R.
1947-06-06;Heisenberg, Werner (1901-1976);Spedding, Frank
1947-06-05;Heisenberg, Werner (1901-1976);Fraser, Ronald G. J. (1899-1985)
1947-05-02;Purchase, R.;Beyerle, Konrad (1900-1979)
1947-08-18;Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945);Purchase, R.
1947-07-12;"Spedding, Frank; Scientific Research Branch (Göttingen)";Deutschland (Gebiet unter Alliierter Besatzung, Britische Zone)
1947-04-30;Heisenberg, Werner (1901-1976);Purchase, R.
1947-03-22;Heisenberg, Werner (1901-1976);Fraser, Ronald G. J. (1899-1985)
1947-03-04;Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945);Purchase, R.
1947-01-09;Heisenberg, Werner (1901-1976);"Fraser, Ronald G. J. (1899-1985); Scientific Research Branch (Göttingen)"
1946-12-03;Heisenberg, Werner (1901-1976);"Fraser, Ronald G. J. (1899-1985); Scientific Research Branch (Göttingen)"
1946-12-01;"Fraser, Ronald G. J. (1899-1985); Scientific Research Branch (Göttingen)";Heisenberg, Werner (1901-1976)
1946-11-30;Unbekannt;Unbekannt
1946-11-19;"Fraser, Ronald G. J. (1899-1985); Scientific Research Branch (Göttingen)";Heisenberg, Werner (1901-1976)
1946-11-15;Purchase, R.;Heisenberg, Werner (1901-1976)
1946-11;"Purchase, R.; Scientific Research Branch (Göttingen)";Heisenberg, Werner (1901-1976)
1946-10-19;Heisenberg, Werner (1901-1976);Fraser, Ronald G. J. (1899-1985)
1946-10-19;Heisenberg, Werner (1901-1976);Fraser, Ronald G. J. (1899-1985)
1946-10-12;"Heisenberg, Werner (1901-1976); Kaiser-Wilhelm-Institut für Physikalische Forschung (1917-1945)";Fraser, Ronald G. J. (1899-1985)
1946-10-07;Heisenberg, Werner (1901-1976);Fraser, Ronald G. J. (1899-1985)
1946-10-03;Heisenberg, Werner (1901-1976);Purchase, R.
1946-04-05;Heisenberg, Werner (1901-1976);Fraser, Ronald G. J. (1899-1985)
1949-05-20;Niederlande. Consulaat (Hannover);Max-Planck-Institut für Physik (1946-1958)
1949-05-10;Max-Planck-Institut für Physik (1946-1958);"Unbekannt; Niederlande. Consulaat (Hannover)"
1949-07-13;"Unbekannt; Italien. Consolato Generale (Hamburg)";Heisenberg, Werner (1901-1976)
1949-07-09;"Unbekannt; Max-Planck-Institut für Physik. Direktion. Sekretariat";Italien. Consolato Generale (Hamburg)
1949-07-05;"Unbekannt; Italien. Consolato Generale (Hamburg)";"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)"
1949-06-28;"Unbekannt; Max-Planck-Institut für Physik. Direktion. Sekretariat [vermutlich]";Italien. Consolato Generale (Hamburg)
1949-01-29;Max-Planck-Institut für Physik. Direktion. Sekretariat [vermutlich];"Unbekannt; Italien. Consolato Generale (Hamburg)"
